Class Label Short,File Name,Transcript
P,H_ML_001_P_M_019_040,പൊളിച്ച പള്ളിയുടെ പിന്നിലുള്ള ന്യായം ചമയാനും പരതാനും അതിനെക്കുറിച്ച് ഗവേഷണം നടത്താനു ആയിരുന്നു നമ്മുടെ രാജ്യം തയ്യാറായത് എന്നതാണ് രാജ്യമനുഭവിച്ച ഏറ്റവും വലിയ ദുരന്തം
P,H_ML_001_P_M_019_042,മധ്യസ്ഥം നടത്താൻ ഇറങ്ങി നമ്മള് കണ്ടതാണ് ഇന്ത്യയിലെ കോടതി മധ്യസ്ഥത്തിനിറങ്ങി കോടതിക്ക് മധ്യസ്ഥത്തിന്റെ വല്ല റോളും ഉണ്ടോ
P,H_ML_001_P_M_019_043,കൊടുക്കാൻ അവർക് പറ്റാത്ത വിധത്തിലുള്ള സമ്മർദ്ദം കോടതികളുടെ മേലെ ഉണ്ടായതുകൊണ്ടാണ്
P,H_ML_001_P_M_019_045,അല്ലെങ്കിൽ മധ്യസ്ഥത്തിന് ഒരുങ്ങേണ്ട യാതൊരു ബാധ്യതയും കോടതിക്കില്ലല്ലോ അങ്ങനെ കോടതി ഒരു തെറ്റായ ഒരു കീഴ് വഴക്കം കാണിച്ചു
P,H_ML_001_P_M_019_046,പള്ളി പൊളിച്ചത് തെറ്റായ വഴിയിലൂടെ ആയതുകൊണ്ട് അത് എത്രയും പെട്ടെന്ന് പുനർനിർമിക്കുക
P,H_ML_001_P_M_019_047,അതിനുശേഷം നിങ്ങൾക്ക് പരാതിയുണ്ടെങ്കിൽ ആ പള്ളിയെ കുറിച്ച് അത് കോടതിയുടെ മുൻപിൽ വരട്ടെ ഞങ്ങള് പരിശോധിക്കാം അതു പൊളിക്കേണ്ടതോ നിലനിർത്തേണ്ടതോ എന്നു പറയേണ്ടിയിരുന്ന കോടതി അതു പറഞ്ഞില്ല
P,H_ML_001_P_M_019_048,സുപ്രീംകോടതി ഏതെങ്കിലുമൊരു കേസിന് മധ്യസ്ഥത്തിനു ശ്രമിച്ചിട്ടുണ്ടോ അപ്പോ ഈ രാജ്യത്തെ ജനങ്ങളെ
P,H_ML_001_P_M_019_049,ഇവിടെ നമ്മുടെ രാജ്യത്ത് മുസ്ലിം സമുദായത്തിൽ പെട്ടവർക്ക് രാജ്യസ്നേഹം ഇല്ല അവർക്ക് ഭരണഘടനാ സ്നേഹം ഇല്ല അവരെ ഈ രാജ്യത്തിൻറെ നിയമങ്ങൾ മാനിക്കാത്തവരാണ്
P,H_ML_001_P_M_019_050,ലോജിക്കുള്ള കോടതി തീർച്ചയായും പറയാൻ പോകുന്നത് പള്ളി പുനർനിർമിക്കണമെന്നാണ് നാം കരുതിയെങ്കിൽ
P,H_ML_001_P_M_019_051,ആ പള്ളി പൊളിച്ച ആളുകൾക്ക് കൊടുക്കാൻ പറഞ്ഞതോടെ നമ്മുടെ രാജ്യത്ത് നിയമ ലംഘനത്തിന് ഓരോ നിയമപരമായ പരിരക്ഷ കൈവരികയായിരുന്നു
P,H_ML_001_P_M_019_053,25 കൊല്ലം ക്ഷമയോടുകൂടി കാത്തിരുന്നുകൊണ്ട് സുപ്രീംകോടതിയെ കൊണ്ട് അനുകൂലമായി വിധി പറയിപ്പിച്ച് രാമക്ഷേത്ര നിർമ്മാണം നടത്തിക്കൊണ്ടിരിക്കുകയാണ് അല്ലേ
P,H_ML_001_P_M_019_054,അവരെന്താണ് നടപ്പാക്കാത്തത് ജമ്മു കാശ്മീരിന്റെ പ്രത്യേക പദവി എടുത്തു കളയാൻ അവർ തീരുമാനിച്ചിരുന്നു അതൊന്നും നടക്കുമെന്ന് നാം ആരും കരുതിയില്ല അത് നടപ്പിലാക്കിയില്ലേ അവരെ
P,H_ML_001_P_M_019_055,80 ലക്ഷത്തോളം വരുന്ന ജനത്തെ കന്നുകാലിയെ പോലെ കൈകാര്യം ചെയ്യപ്പെടുന്നുണ്ട് ജമ്മു കാശ്മീർ എന്നുപറയുന്ന ഒരു സ്റ്റേറ്റിൽ അവർക്കൊന്നും ഇത് പ്രശ്നമല്ല എന്നുള്ള കാര്യം നാം മനസ്സിലാക്കണം
P,H_ML_001_P_M_019_056,ഏക സിവിൽ കോഡ് ആണ് തുർക്കിയിൽ നടപ്പാക്കിയത് ഒരു ഇസ്ലാം രാഷ്ട്രത്തിൽ
P,H_ML_001_P_M_020_001,ദേശീയ ഗാനത്തെ അംഗീകരിക്കാത്ത ദേശീയ പതാക ഇതുവരെ അംഗീകരിക്കാത്ത ഭരണഘടന ഞങ്ങൾ അംഗീകരിക്കുന്നില്ല എന്ന് പരസ്യമായി പറഞ്ഞ
P,H_ML_001_P_M_020_002,സംഘപരിവാർ ആണ് ഈ രാജ്യം ഹിന്ദുക്കളുടേത് മാത്രമാണ് എന്നു പറയുക മാത്രമല്ല ഈ രാജ്യത്തെ ഈ രാജ്യമായി അംഗീകരിക്കാത്ത
P,H_ML_001_P_M_020_003,മഹാത്മാഗാന്ധിയെ വെടിവെച്ചുകൊന്ന സംഘപരിവാർ നടപ്പാക്കുന്നത് തന്നെയാണ് എൻറെ പ്രശ്നം
P,H_ML_001_P_M_020_004,കോടതികൾ എന്താണ് കഴിഞ്ഞ കുറേക്കാലമായി ചെയ്തുകൊണ്ടിരിക്കുന്നതെന്ന് നോക്കിയാൽ ഇപ്പോൾ നമ്മുടെ മുൻപിൽ അയോധ്യയുടെ വിധിയുണ്ട് അയോധ്യയുടെ വിധി വച്ചുകൊണ്ട് അല്ലാതെ സുപ്രീംകോടതിയെ അങ്ങനെ വളരെ കാര്യമായ ഇൻസ്റ്റിറ്റ്യൂഷൻ ആയി കണക്കാക്കാൻ കഴിയില്ല
P,H_ML_001_P_M_020_005,അവിടെ പള്ളി പൊളിച്ചത് തെറ്റ് നിയമ വിരുദ്ധം ഈ രാജ്യത്തെ നിയമനിർമ്മാണ സമിതി നിയമ സംവിധാനങ്ങളെ ചോദ്യംചെയ്ത ക്രിമിനൽ ക്രിമിനൽ ആക്ടിവിറ്റി ആണ് പള്ളി പൊളിച്ചത് തെറ്റ്
P,H_ML_001_P_M_020_008,എന്നാൽ നാലാമത്തെ കേസ് ഒ എസ് നമ്പർ 4 ഈ പറയുന്ന കാര്യങ്ങൾ എല്ലാം തെളിയിച്ചിരിക്കുന്നു ഏതൊക്കെ അവിടെ പള്ളി എക്സസ് ചെയ്യുന്നു അവിടെ അമ്പലം ഉണ്ടായിരുന്നില്ല അവിടെ രണ്ട് വിഗ്രഹങ്ങളും രണ്ട് ഘട്ടത്തിൽ വിഗ്രഹം കൊണ്ടു വച്ചതും പള്ളി പൊളിച്ചതും തെറ്റ്
P,H_ML_001_P_M_020_009,യഥാർത്ഥ പ്രശ്നം ചർച്ച ചെയ്തു ഈ നാട്ടിലെ പട്ടിണി ചർച്ച ചെയ്തോ ഇല്ല തൊഴിലില്ലായ്മ ചർച്ച ചെയ്തോ ഇല്ല ഈ രാജ്യം പ്രതിസന്ധിയിൽ നിന്ന് പ്രതിസന്ധിയിലേക്ക് പോകുന്ന എക്കണോമിക് ക്രൈസിസ് ഒന്നും ചർച്ച ചെയ്യാതിരിക്കാൻ ഇത് ചെയ്തു
P,H_ML_001_P_M_020_010,ചെയ്യും വി ഡി സവർക്കറെ പോലെ  ഗാന്ധിവധത്തിലെ പ്രതി ഗാന്ധിയെ വെടിവെച്ചു കൊന്ന കേസിലെ പ്രതിയാണ് വി ഡി സവർക്കർ
P,H_ML_001_P_M_020_012,അങ്ങനെയുള്ള സവർക്കറിന്റെ പടം പാർലമെൻറിൽ ഗാന്ധിജിയുടെ നേരെ ഓപ്പോസിറ്റ് വെച്ചിരിക്കുകയാണ് ഇവർ
P,H_ML_001_P_M_020_014,ഓഫീസിൽ ഇപ്പോൾ മഹാത്മാഗാന്ധിയുടെ ഒപ്പം സവർക്കരുമുണ്ട്
P,H_ML_001_P_M_020_015,നിങ്ങൾ നോക്കിക്കോളൂ അമിത്ഷായുടെ ഏത് ഫോട്ടോയും അങ്ങേർ ഇരിക്കുന്ന മുറിയിൽ ആണെങ്കിൽ അദ്ദേഹത്തിൻറെ ഹോം മിനിസ്റ്റർ എന്ന മുറിയിൽ അദ്ദേഹത്തിൻറെ തലയ്ക്ക് മുകളിലുള്ളത് ഗാന്ധിയുടെ ഫോട്ടോ അല്ല ഈ സവർക്കറിന്റെ പാഠമാണ്
P,H_ML_001_P_M_020_016,ഈ സവർക്കറയാണ് ഇവർ ഇന്ന് പൂജിക്കുന്നത് ദേശീയഗാനത്തെ അംഗീകരിക്കാത്ത ദേശീയ പതാക ഇതുവരെ അംഗീകരിക്കാത്ത ഭരണഘടനാ ഞങ്ങൾ അംഗീകരിക്കില്ല എന്ന് പരസ്യമായി പറഞ്ഞ സംഘപരിവാറാണ് ഇത് നടപ്പാക്കുന്ന ഉള്ളതാണ് എൻറെ പ്രശ്നം
P,H_ML_001_P_M_020_017,എന്താണ് കഴിഞ്ഞ കുറേക്കാലമായി ചെയ്തുകൊണ്ടിരിക്കുന്നു എന്ന് നോക്കിയാൽ ഇന്ത്യയിലെ എല്ലാ ഭരണഘടന വിധികളും വന്നത് സുപ്രീംകോടതിയിൽ നിന്നാണ് ആളുകളെ അറസ്റ്റ് ചെയ്യുവാൻ പോലീസ് പോകുമ്പോൾ അമിതമായി അധികാരം ഉപയോഗിക്കരുതെന്ന് പറഞ്ഞു സുപ്രീം കോടതിയാണ്
P,H_ML_001_P_M_020_018,ഇന്നത്തെ സുപ്രീം കോടതി ആ പഴയ സുപ്രീംകോടതിയുടെ പേര് ചീത്തയാക്കുന്ന സുപ്രീംകോടതിയാണ് എന്ന് പറയുന്നത് സുപ്രീംകോടതിയിൽ തന്നെ ഹാജരാകുന്ന മുതിർന്ന അഭിഭാഷകരാണ്
P,H_ML_001_P_M_020_019,എങ്ങോട്ടാണ് നമ്മളുടെ സുപ്രീംകോടതി പോകുന്നത് സുപ്രീം കോടതി കഴിഞ്ഞ കാലങ്ങളിൽ എന്തൊക്കെ ചെയ്തു നമ്മുടെ ഒരു തെറ്റിദ്ധാരണയാണ് കോടതിയിൽ പോയാൽ നീതി കിട്ടും
P,H_ML_001_P_M_020_020,ഈ രാജ്യത്തെ പൗരത്വത്തെ മാത്രമല്ല ഈ രാജ്യത്തെ ദേശീയതയെ തന്നെ തകർക്കാൻ ഇവരുടെ വളരെ പ്ലാൻറ് ആയിട്ട് കൊണ്ടുവന്നിട്ടുള്ള ഒരു ഐഡിയ ആണിത്
P,H_ML_001_P_M_020_021,പിന്നെ ഇവിടെയും അങ്ങനെ ആളുകൾ തിരിച്ചു മുന്നോട്ട് വരുമ്പോൾ നമ്മൾ സമരം ചെയ്തു തന്നെ ഈ ഭരണഘടന തിരിച്ചുപിടിക്കണം
P,H_ML_001_P_M_020_022,ഏതെങ്കിലും ഒരു സുപ്രീംകോടതി രക്ഷപ്പെടുത്തുമെന്ന് വിചാരിച്ചിരുന്നാൽ ഈ ഭരണഘടനയെ ആരും സംരക്ഷിക്കാൻ ഭാവിയിൽ ഉണ്ടാകില്ല
P,H_ML_001_P_M_020_024,സ്വാവർണർ ആ നാട്ടിലെ നിയമ നിർമ്മാണ സഭയുടെ കാവലാളായി നിന്നുകൊണ്ട് 317 അമ്മേണ്ട് ചെയ്യാനുള്ള പ്രൊവിഷൻ കേന്ദ്രസർക്കാരിന് നൽകി
P,H_ML_001_P_M_020_025,317 നിലനിർത്തിക്കൊണ്ട് ഒരു വിജ്ഞാപനം കൊണ്ടുവന്ന കാശ്മീരിനെ രണ്ടാക്കി മാറ്റി രണ്ട് കാശ്മീർ ആക്കി മാറ്റി മുറിച്ചു
P,H_ML_001_P_M_020_026,അവർക്ക് സൗകര്യമുള്ളപ്പോൾ കൂടും ഭരണഘടനാ ബെഞ്ച് കൂടുന്നതിനൊക്കെ ഇനി എനിക്ക് തോന്നുന്നത് മിക്കവാറും ഉണ്ണികൃഷ്ണ പണിക്കരെ കൊണ്ടുപോകേണ്ടിവരും ഇവിടുന്ന്
P,H_ML_001_P_M_020_027,കോൺസ്റ്റിറ്റ്യൂഷന്റെ ബേസിക് സ്ട്രക്ചർ നിലനിർത്തിക്കൊണ്ട് ഈ രാജ്യത്തിൻറെ ഭരണഘടന വ്യവസ്ഥാ തകർക്കുക എന്നതാണ് ഇവരുടെ ഉദ്ദേശം
P,H_ML_001_P_M_020_028,തൂക്കി വിറ്റു മറ്റെല്ലാ പൊതുമേഖലാ സ്ഥാപനങ്ങളും തൂക്കി വിൽക്കുകയാണ് നമ്മൾ അത് ചർച്ച ചെയ്യരുത് രണ്ടര മൂന്നുമണിക്കൂറായി ഇവിടെ കൂടിയിട്ട് നമ്മൾ ആരെങ്കിലും കേന്ദ്രസർക്കാരിന്റെ യഥാർത്ഥ പ്രശ്നം ചർച്ച ചെയ്തോ
P,H_ML_001_P_M_020_029,സർക്കാരിന് എന്ത് ചെയ്യണമെന്ന് ഒരു രൂപവുമില്ല പിഞ്ഞാണ കടയിൽ കയറിയ പ്ലേറ്റ് കടയിൽ കയറിയ കാളക്കൂറ്റിനെ പോലെ ഇവർ അങ്ങോട്ടുമിങ്ങോട്ടും ഓടി പ്ലേറ്റ് മൊത്തം കുത്തി മരിക്കുന്നതല്ലാതെ ഇക്കണോമിക്കായി ഒന്നും ചെയ്യുന്നില്ല
P,H_ML_001_P_M_020_030,എന്തു ചെയ്യണമെന്ന് ധാരണയില്ലാത്ത ആളുകളാണ് ഇതിനകത്ത് ഉള്ളത് സ്കൂളിൽ പോയിട്ടുള്ള ആളുകൾ എത്ര പേരുണ്ടെന്ന് ഇതിന് അകത്ത് അറിയാം കള്ള സർട്ടിഫിക്കറ്റ് കൊണ്ട് ഡിഗ്രി സർട്ടിഫിക്കറ്റ് കൊണ്ട് പ്രധാനമന്ത്രി നിൽക്കുന്നത്
P,H_ML_001_P_M_020_031,ഒരു ഇന്ത്യ ഒരു പാർട്ടി എന്ന് പറയുന്നതുപോലെ ഒരു ഇന്ത്യ ഒരു ബാങ്ക് എന്നതിലേക്കാണ് കാര്യങ്ങൾ പോകുന്നത്
P,H_ML_001_P_M_020_032,കേരളത്തിലെ അങ്ങോളമിങ്ങോളം നിലനിൽക്കുന്ന സഹകരണ ബാങ്കുകൾ ഏറ്റെടുക്കാൻ ബിജെപിക്കാർ ശ്രമിക്കുന്നുണ്ട് പരസ്യമായി തന്നെ ശ്രമിക്കുന്നുണ്ട്
P,H_ML_001_P_M_021_001,60 വർഷത്തെ ചരിത്രത്തിനിടയിലെ ഏറ്റവും പ്രത്യക്ഷവും  സങ്കീർണവുമായ ഘട്ടത്തിലൂടെയാണ് സ്വാതന്ത്ര ഭാരതം കടന്നുപോയിക്കൊണ്ടിരിക്കുന്നത്
P,H_ML_001_P_M_021_002,കഴിഞ്ഞ നൂറ്റാണ്ടിൽ  മതേതരത്വത്തിനും ജനാധിപത്യത്തിനം ലോക രാഷ്ട്രങ്ങൾക്ക് മാതൃത്വത്തെയായിരുന്ന ഇന്ത്യ മഹാരാജ്യം ഭരണഘടനയുടെ ആത്മാവായ മതേതരത്വം പോലും വെല്ലുവിളിക്കു പെടുന്ന ഒരു സാഹചര്യത്തിലേക്ക് എത്തിക്കപ്പെട്ടിരിക്കുന്നു
P,H_ML_001_P_M_021_003,സിക്ക് കൂട്ടക്കൊലയും  ബാബരി ദംശനവും ഗുജറാത്ത് കലാപവും ഈ രാജ്യത്തിൻറെ ഭൂതകാലത്തെ കറുത്ത ഓർമ്മകൾ ആണെങ്കിൽ വർഗീയതയും അസഹിഷ്ണുതയും നാടുവായുള്ള ഇരുണ്ട ഭാവിയിലേക്കാണ് നാം മുന്നേറിക്കൊണ്ടിരിക്കുന്നത്
P,H_ML_001_P_M_021_004,വർഗീയതയും പരസ്പര വിദ്വേഷവും രാജ്യത്തിൻറെ നാനാഭാഗത്തും ശക്തിപ്പെട്ടു വരുകയും ന്യൂനപക്ഷങ്ങൾ കടുത്ത സംഘർഷ അവസ്ഥയിലേക്ക് എടുത്ത് എടുത്തെറിയപ്പെടുന്ന ഒരു സാഹചര്യത്തിലേക്ക് ആണ് നീങ്ങിക്കൊണ്ടിരിക്കുന്നത്
P,H_ML_001_P_M_021_006,ഹൈന്ദവ ഫാസിസത്തെ ചോദ്യം ചെയ്തതിന്റെ  പേരിൽ മുന്നേ കണ്ണൂർ യൂണിവേഴ്സിറ്റി വൈസ് ചാൻസിലർ ഖൽബുരിയ സ്വവസതിയിൽ വെച്ച് ആക്രമികൾ വെടിവെച്ചുകൊന്നു
P,H_ML_001_P_M_021_007,ഭീകരതയ്ക്കെതിരെ വിരൽ ചൂണ്ടിയതിന്റെ പേരിൽ സുധീന്ദ്രകുമാർ എന്ന പ്രശസ്ത ചിന്തകനെ ശിവസേനക്കാർ കരിയോയിൽ കൊണ്ട് അഭിഷേകം ചെയ്തു
P,H_ML_001_P_M_021_008,തോളോട് തോൾ ചേർന്ന് ജീവിക്കുന്ന ഒരു രാജ്യത്ത് ആരാജ്വകത്വത്തിന്റെ വിളവെടുപ്പ് നടത്തുന്നവരെ  നാം തിരിച്ചറിഞ്ഞേ മതിയാകൂ
P,H_ML_001_P_M_021_010,മെയ്ക്ക് ഇൻ ഇന്ത്യയും മൻകി ബാത്തും പറഞ്ഞു ഫാസിസം നമ്മുടെ അടുക്കളയിൽ വരെ ഇടം പിടിച്ചു
P,H_ML_001_P_M_021_012,രാഷ്ട്രത്തലവനായ രാഷ്ട്രപതി പോലും രാജ്യത്തെ വർദ്ധിച്ചുവരുന്ന അതാഹിഷ്ണുത ഉണ്ടെന്ന് സംശയമേശുന്ന സ്ഥിരീകരിക്കുന്നു
P,H_ML_001_P_M_021_013,ഇന്ത്യ ആരുടെയും കുത്തകയല്ല ആർഎസ്എസിന്റെ അരമനയിൽ കൊണ്ടുപോയി അടിയറവ് വെക്കാൻ ഈ രാജ്യം വർഗീയവാദികൾക്ക് അനന്തരമായി കിട്ടിയതുമല്ല
P,H_ML_001_P_M_021_014,ഭാരതീയരായ നാം മരണ ശിരാകേന്ദ്രങ്ങളിൽ നിന്നും പടിയടച്ച് വെക്കേണ്ട സമയം അതിക്രമിച്ചിരിക്കുന്നു
P,H_ML_001_P_M_022_001,കഴിഞ്ഞകാലങ്ങളിൽ ഇന്ത്യയിലെ ഫാസിസ്റ്റ് ശക്തികൾ മുസ്ലീങ്ങൾക്കെതിരെ അവരെ പ്രതിക്കൂട്ടിൽ നിർത്താൻ വേണ്ടി ചെയ്ത വച്ച ചില ചതികളെ കുറിച്ച് വിലയിരുത്തുമ്പോൾ ഇത് മുസ്ലിങ്ങൾ തന്നെയാണെന്ന് പറയാൻ ഒക്കില്ല
P,H_ML_001_P_M_022_003,പഠിക്കാതെ വെട്ടിനു വെട്ടും കുത്തിന് കുത്തും എന്നുപറഞ്ഞ് രംഗത്ത് വരുന്ന അവർ കാട്ടിക്കൂട്ടുന്ന ചില ക്രൂരതകൾ വച്ചുകൊണ്ട്
P,H_ML_001_P_M_022_007,ഹിന്ദു ഐക്യവേദി എന്ന് സ്വയം തട്ടിക്കൂട്ടി ഉണ്ടാക്കിയ ഒരു സംവിധാനത്തിന്റെ തലപ്പത്തിരുന്നുകൊണ്ട്
P,H_ML_001_P_M_022_008,ആർ വി ബാബു എന്നു പറയുന്ന മുസ്ലിം വിരോധി ഈ സമയത്ത് ഇതിനെ അതിനുവേണ്ടിയാണ് ഉപയോഗപ്പെടുത്തുന്നത്
P,H_ML_001_P_M_022_009,പച്ചയ്ക്ക് കഴുത്തറുത്ത് കൊല്ലാൻ പാകത്തിനുള്ള മനോഭാവം ഇവർക്ക് എങ്ങനെ ഉണ്ടാകുന്നു
P,H_ML_001_P_M_022_012,പച്ചക്കു മനുഷ്യനെ കത്തിച്ചു കൊല്ലുന്ന ക്രൂര വിനോദം
P,H_ML_001_P_M_022_015,ഇങ്ങനെ കൊല്ലുന്നതിലൂടെ താങ്കൾ ഒരു മഹാ കൃത്യം ധീരകൃത്യം ചെയ്യുകയാണ്
P,H_ML_001_P_M_024_001,ഒരു മുജാഹിദ് പ്രവർത്തകൻ ആർഎസ്എസ് നാൽ  കൊല്ലപ്പെട്ടാൽ എൻഡിഎ പോയി പകരം വീട്ടുവോ വീട്ടുവോ
P,H_ML_001_P_M_024_002,ഒരു സമസ്തയിലെ മുസലിയാര് കൊല്ലപ്പെട്ടാൽ എൻഡിഎ പോയി പകരം വീട്ടുമോ എൻഡിഎഫിന് കാരനെ കൊന്ന എൻഡിഎഫ് അതാണ് വർഗീയത
P,H_ML_001_P_M_025_002,ഇന്ത്യാ രാജ്യത്ത് ഒരു വംശീയ ഉന്മൂലനത്തിന്റെ വാക്കിലാണ് ഇന്ത്യ രാജ്യം എന്ന് ആഗോളതലത്തിൽ പഠനങ്ങൾ നടത്തുന്ന ഗീർ ഈസ് ജാൻസിനെ പോലെയുള്ള ജനോസൈഡ് വാച്ചിനെ പോലെയുള്ള സംഘടനകൾ മുന്നറിയിപ്പ് നൽകിയിട്ടുണ്ട്
P,H_ML_001_P_M_026_001,കോൺഗ്രസുകാരൻ ഈ നാട് അറിയില്ലേ രാഹുലിനെ പപ്പടവട പൊട്ടിച്ചു തിന്നാനെ അറിയുള്ളൂ അതാണ് രാഷ്ട്രീയം അതിനപ്പുറം ഒന്നും അറിയില്ല
P,H_ML_001_P_M_026_002,ഇതേപോലെ ഒരു പത്ത് പപ്പട വട  ഉണ്ടാക്കി ഒരുത്തി കൊണ്ടു വച്ചാൽ പിന്നെ ഭീകരവാദവും പ്രശ്നമല്ല രാജ്യത്ത് ഒരു പ്രശ്നവും പ്രശ്നമല്ല അതും കടിച്ചു പൊട്ടിച്ച് പുള്ളിക്കാരൻ
P,H_ML_001_P_M_026_003,അപ്പോ അത്തരം മന്ദബുദ്ധികൾ പറയുന്നതിന് നമ്മൾ വില കൊടുക്കേണ്ട
P,H_ML_001_P_M_026_005,ഇവിടുത്തെ ദേശീയ വരുമാനത്തിന്റെ ആദ്യ അവകാശികൾ മുസ്ലീങ്ങളാണ് എന്ന് പറഞ്ഞ നമ്മുടെ പ്രധാനമന്ത്രിയെ മറക്കാൻ നമുക്ക് ഈ സ്ഥാനാർത്ഥിയെ മതി
P,H_ML_001_P_M_026_009,പേര് മുതലക്കുളം മൈതാനം എന്നാണ് ഇതുപോലെ ആവോ നാളെ ഹിന്ദു ഇല്ല ഉള്ള ഹിന്ദു ഒരു സ്ഥാനവുമില്ല നാടിനെ ഹിന്ദു സ്ഥാനം എന്ന് പറയേണ്ടി വരുമോ
P,H_ML_001_P_M_028_005,സൗദി അറേബ്യയിൽ പെട്രോളിന് വേണ്ടി പൊളിച്ചു മാറ്റിയ അല്ലെങ്കിൽ ഏതെങ്കിലും കാരണത്തിനുവേണ്ടി പൊളിച്ചുമാറ്റിയ ഒരു ന്യായമല്ല ഇവിടെയുള്ളത് അതാണ് വിഷയം
P,H_ML_001_P_M_029_001,അവര് അതിൻറെ രൂപീകരണ സമ്മേളനത്തിൽ പറഞ്ഞത്  ഒരു ഹിന്ദു രാഷ്ട്രമാണ്
P,H_ML_001_P_M_029_002,ഹിന്ദു രാഷ്ട്രം എന്ന് പറയുന്നത് പുതിയ രൂപത്തിൽ പറഞ്ഞാൽ കോർപ്പറേറ്റ്  സ്വവർണ മേധാവിത്വത്തിന്റെ സ്വേച്ഛാധിപത്യം ഭരണമാണ്
P,H_ML_001_P_M_029_003,ആഭരണത്തിലേക്ക് നീങ്ങും എന്നാണ് 2025 ഓടുകൂടി ആർഎസ്എസ് പ്രഖ്യാപിക്കാൻ പോകുന്നത് ബിജെപി അതിനു അനുകൂലമായ നിലപാടാണ് സ്വീകരിക്കുന്നത്
P,H_ML_001_P_M_029_004,ഇന്ത്യയില്ലാതായി ഇന്ത്യയുടെ ജനാധിപത്യം മതനിരപേക്ഷ ഉള്ളടക്കം തകർന്നു
P,H_ML_001_P_M_029_005,ഭരണഘടന തകർന്നു മനസ്സുരുതി യെ ഭരണഘടന ആകണമെന്ന് പച്ചയായിട്ട് ആർഎസ്എസ് പറഞ്ഞു
P,H_ML_001_P_M_030_001,നോക്കി കഴിഞ്ഞാൽ നമ്മുടെ ഭരണത്തിൽ മുഴുവൻ നമ്മൾ കാണുന്നത് അഴിമതി ആക്രമം അവസരവാദം അഹങ്കാരം
P,H_ML_001_P_M_031_001,അദ്ദേഹത്തിൻറെ ഉദ്ദേശം എന്താ അദ്ദേഹത്തിന് ഒറ്റ ഉദ്ദേശമേ ഉള്ളൂ എങ്ങനെ അടി ഉണ്ടാകിയ രണ്ടുപേരെയും കൂട്ടത്തിൽ കിട്ടണം
P,H_ML_001_P_M_031_002,ഹിന്ദു കമ്മ്യൂണിറ്റിയിൽ ഞാൻ പറയാം കൊറെണത്തിലെ കിട്ടിയിട്ടുള്ള കൂട്ടത്തിൽ  ആ കൂട്ടത്തിൽ കുറച്ച് നായന്മാരെ കൂടി വിഭജിക്കാൻ കഴിയുമോ എന്ന് അറിയാൻ വേണ്ടി രണ്ടു തുണിയില്ലാത്ത  പെണ്ണുങ്ങളെ കൊണ്ട് പോലീസ് അങ്ങോട്ട് പോവുകയാണ്
P,H_ML_001_P_M_031_004,മനസ്സിലായില്ലേ മുടിഞ്ഞ ജനാധിപത്യം നന്നാകില്ല
P,H_ML_001_P_M_032_001,ഞങ്ങളെ വെല്ലുവിളിച്ച ഒരു നേതാവ് ഉണ്ടായിരുന്നു  കെടി ജയകൃഷ്ണൻ പറഞ്ഞത ഡിവൈഎഫ്ഐ കാരൻ റോഡിലിറങ്ങി കഴിഞ്ഞാൽ ഞങ്ങൾ കൊല്ലും
P,H_ML_001_P_M_032_002,ഒരു കാര്യം മനസ്സിലാക്കി കോ ആ കെ ടി ജയകൃഷ്ണനെ ഇന്ന് പോസ്റ്ററിൽ മാത്രമേ നിങ്ങൾക്ക് കാണാൻ കഴിയൂ
P,H_ML_001_P_M_034_001,ആദ്യം എൻഡിഎഫിൽ തുടങ്ങിയിട്ട് ചെറുപ്പക്കാരായ ആളുകൾക്ക് ട്രെയിനിങ്ങുകളും പണവും ആയുധങ്ങളും ഒക്കെ അവർക്ക് കൊടുത്ത് അവരെക്കൊണ്ട് ആളുകളെ ഇവർക്ക് വൈരുദ്ധ്യമുള്ളവരെയും വിരോധമുള്ളവരെയും കൊല്ലിക്കും
P,H_ML_001_P_M_035_002,കേരളത്തെ കേരളത്തിലെ ജനങ്ങളെ ഒന്നടങ്കം അതിപ്പോ ഹിന്ദു ആയിക്കോട്ടെ ക്രിസ്ത്യാനി ആയിക്കോട്ടെ മുസ്ലീങ്ങൾ ആയിക്കോട്ടെ ഒന്നടങ്കം അവാനിക്കുന്നതിന് വേണ്ടി എടുത്ത മൈര് പടം
R,H_ML_001_R_F_026_004,ഇവിടെ ഹിന്ദുവിനെ അവഗണിച്ചുകൊണ്ട് അപമാനിച്ചുകൊണ്ട് അവഹേളിച്ചുകൊണ്ട് ആക്ഷേപിച്ചുകൊണ്ട് മുന്നോട്ടുപോകുന്ന ഭരണകൂടങ്ങൾ ഓർക്കേണ്ടതുണ്ട്
R,H_ML_001_R_F_026_006,ഇവിടുത്തെ ദേശീയ വരുമാനത്തിന്റെ മുസ്ലീങ്ങളാണ് ഇന്ത്യൻ പാർലിമെന്റിൽ ആണ് പ്രസ്താവിച്ചത്
