Class Label Short,File Name,Transcript
N,NH_TA_002_N_M_013_018,ஒன்றை மட்டும் நினைவில் கொள்ளுங்கள் வார்த்தைகள் கூர்மையானது நம்மை எப்பொழுதும் அவை சிதைக்க கூடும்
N,NH_TA_002_N_M_013_019,ஒரு சிலர் மட்டும் தங்களுக்கு என்ன வேண்டும் என்பதை அறிந்து வாழ்வை பெரும் வேக்கலுடன் வாழ்ந்து கொண்டிருக்கிறார்கள் என்பதை தெரிந்து கொள்ளுங்கள்
N,NH_TA_002_N_M_013_020,உங்கள் திறமை எதில் இருக்கிறது என்பதை கண்டறிந்து அதில் உங்களுடைய நேரத்தையும் பணத்தையும் செலவிடுங்கள் அதுவே உங்களின் மகிழ்ச்சிகரமான வாழ்க்கைக்கான அடித்தளம்
N,NH_TA_002_N_M_013_021,நீங்கள் மிகவும் நேசிக்கின்ற ஒன்றை உங்கள் வாழ்க்கை தொழிலாக மாற்றுங்கள் பிறகு வாழ்க்கை முழுவதும் நீங்கள் வேலை செய்ய வேண்டிய அவசியமே இருக்காது
N,NH_TA_002_N_M_013_022,உங்கள் மனதை எப்போதும் மகிழ்ச்சியால் நிரப்புங்கள் அப்போதுதான் உங்கள் உடலை எந்த நோயும் அணுகாது
N,NH_TA_002_N_M_013_023,உடற்பயிற்சியின்மை எப்படி உடல் நலனிலும் மனநலனிலும் எதிர்மறை தாக்கத்தை ஏற்படுத்துமோ அதுபோலத்தான் மனப்பயிற்சியின் மையும் எதிர்மறை தாக்கத்தை ஏற்படுத்தும் உடலுக்கும் மனதுக்கும் பயிற்சி அளிக்க பழகும்
N,NH_TA_002_N_M_013_024,மனம் சம்பந்தப்பட்ட பிரச்சனைகளுக்கு எந்த மருந்துகளிலும் தீர்வு இல்லை உங்கள் மனதை தெளிவடையச் செய்யுங்கள் அது ஒன்றே அனைத்து விதமான தீர்வு ஏனென்றால் வாழ்க்கை வாழ்வதற்கே
N,NH_TA_002_N_M_013_025,வாழ்க்கையில் விழாமல் துரத்தும் கவலையும் உறுத்திக் கொண்டே தான் இருக்கும் நீங்கள் உதறித் தள்ளும் வரை இவர்கள் ஏன் இப்படி என்று நினைப்பதை விட இவர்கள் இப்படித்தான் என்று நினைத்து விலகி விடுவது தான் நிம்மதியைத் தரும்
N,NH_TA_002_N_M_013_026,பிறகு இறுதி நாட்களை நினைத்து நினைத்து சந்தோஷப்பட எதுவுமே இல்லாமல் போய்விடும் படைப்பில் பிரம்மாண்டமான படைப்பு நம்முடைய மனது தான் மனதை அழகுப்படுத்துங்கள் வாழ்க்கை அழகாகும்
N,NH_TA_002_N_M_013_027,நமக்கு பிடித்தவர்கள் எல்லோரும் நலமாக இருக்க வேண்டும் என்று எண்ணுங்கள் நம்மோடு இருக்க வேண்டும் என்று எண்ணாதீர்கள் இல்லாதவன் கூறும் உண்மையை விட இருப்பவன் கூறும் பொய்த்து இந்த உலகில் மதிப்பு அதிகம்
N,NH_TA_002_N_M_013_028,ஒரு நல்ல நாள் சந்தோசம் தரும் கெட்ட நாள் அனுபவம் தரும் மோசமான நாள் நல்ல பாடங்களை கற்றுத் தரும் எல்லா சூழ்நிலைகளையும் எதிர்கொண்டு கலந்து செல்லுங்கள்
N,NH_TA_002_N_M_013_029,அதிகபட்ச நேர்மையாளனுக்கு இங்கு குறைந்தபட்ச கருணையை கூட காட்டுவதில்லை சில பாரபட்சமான மனிதர்கள் தசந்தால் மறுப்போம் என்பதால் தான் தீமை இருக்கிறது உணர்ந்தால் உதவுவோம் என்று நன்மை கசக்கிறது
N,NH_TA_002_N_M_013_030,அதிகபட்ச நேர்மையாளனுக்கு இங்கு குறைந்தபட்ச கருணையை கூட காட்டுவதில்லை சில பாரபட்சமான மனிதர்கள் தசந்தால் மறுப்போம் என்பதால் தான் தீமை இருக்கிறது உணர்ந்தால் உதவுவோம் என்று நன்மை கசக்கிறது
N,NH_TA_002_N_M_013_031,முடியாவிட்டாலும் பரவாயில்லை அமைதியாக இருந்து விடுங்கள் அது பல பிரச்சனைகளை போன்ற விடாமல் செய்துவிடு மனிதனுக்கு நிம்மதி இல்லாமல் இருப்பதற்கு 
N,NH_TA_002_N_M_013_032,எந்த ஒரு தெளிவில்லாத வினாவிற்கும் மிகச் சிறந்த விடை மௌனம் எந்த ஒரு சூழ்நிலைக்கும் மிகச் சிறந்த எதிர்பினை புன்னகை
N,NH_TA_002_N_M_013_033,தாகம் தீரும் வரை தான் தண்ணீருக்கு மதிப்பு இருக்கும் சில உறவுகளுக்கு உன்னுடைய தேவை இருக்கும் வரை தான் உனக்கும் மதிப்பு இருக்கும் ஒன்றை மட்டும் புரிந்து கொள் ஒவ்வொரு முறையும் நீ கேட்டு வாங்கும் அன்பு கடைசி வரை உன்னுடன் வருவதில்லை
N,NH_TA_002_N_M_013_034,தாகம் தீரும் வரை தான் தண்ணீருக்கு மதிப்பு இருக்கும் சில உறவுகளுக்கு உன்னுடைய தேவை இருக்கும் வரை தான் உனக்கும் மதிப்பு இருக்கும் ஒன்றை மட்டும் புரிந்து கொள் ஒவ்வொரு முறையும் நீ கேட்டு வாங்கும் அன்பு கடைசி வரை உன்னுடன் வருவதில்லை
N,NH_TA_002_N_M_013_035,கற்றுக் கொள்ளவும் கற்றுக் கொடுக்கவும் தான் நான் பிறந்துள்ளோம் குறைகளை சொல்லி காயப்படுத்த அல்ல தவறு என்றால் கற்றுக் கொடுங்கள் சரி என்றால் கற்றுக் கொள்ளுங்கள்
N,NH_TA_002_N_M_013_036,துன்பங்கள் வேண்டும் என எண்ணினாலும் எளிதில் கிடைக்கப் போவதில்லை இன்பங்கள் நம் எண்ணங்கள் எப்படியோ அதன்படி நமக்கானவை மட்டுமே நம்மிடம் வந்து சேரும்
N,NH_TA_002_N_M_013_037,இங்கு அன்பை விதைக்கும் பலரும் கண்ணீரையும் வலியையும் மட்டுமே அறுவடை செய்து கொண்டிருக்கிறார்கள் பணம் வந்ததும் குணத்தை மாற்றாதே பதவி வந்ததும் அதிகாரத்தை காட்டாதே ஆடம்பரம் வந்ததும் ஆணவத்தில் ஆடாதே ஏனென்றால் இந்த உலகில் எதுவும் யாருக்கும் நிரந்தரம் இல்லை
N,NH_TA_002_N_M_013_038,உன்னை புரிந்து கொள்ளாத எதுவும் உன்னுடன் நிலைப்பதில்லை உன்னை புரிந்து கொண்ட எதுவும் உன்னை விட்டு விலகுவதுமில்லை பொண்டாட்டி தீர்க்கிற எத்தனை உறவுகள் இருந்தாலும் தவளையை தொட்டி தீர்க்க ஒரே ஒரு உறவு கூட இல்லை என்றால் அவர்கள் அனாதை தான்
N,NH_TA_002_N_M_013_040,உரிமை இல்லாத உறவும் உண்மை இல்லாத அன்பும் நேர்மை இல்லாத நட்பும் நம்பிக்கை இல்லாத வாழ்க்கையும் என்றும் நிரந்தரம் இல்லை ஒளி சிலையை தடுக்கும் பிறர் கொடுக்கும் வழி உன்னைத்திருக்கும்
R,H_TA_003_R_F_003_004,எந்த ஒரு மதமும் ஒரு வன்முறையை ஆதரிக்கவே ஆதரிக்கிறது அந்த அடிப்படையில் ஒரு சமுதாயம் வந்து வழிபாட்டுத் வழிபட்டுக் கொண்டிருந்த ஒரு இடத்தை வந்து ஆக்கிரமித்து அங்க ஒரு கோயில் எழுப்பும் கண்டிப்பாக ராமர் இருந்தாலும் இதை அனுமதிக்க மாட்டார் அனுமனை இருந்தாலும் கூட இதை அனுமதிக்க மாட்டார்
R,H_TA_003_R_F_003_005,இது இஸ்லாமியர்கள் ஓட கண்ணீரால் உருவாக்கப்பட்ட ஒரு கட்டிடமாக நாங்க இதை பார்க்கிறோம் இன்னும் இது முஸ்லிம்களுக்கு இழைக்கப்பட்ட ஒரு மிகப்பெரிய அநீதியான நான் இதை பார்த்துட்டு இருக்கோம்
R,H_TA_003_R_F_003_006,அந்த கட்டிடத்தை நாங்க ஒவ்வொரு முறை பார்க்கும்போதும் முஸ்லிம்களுக்கு ஏற்பட்ட அந்த அநீதி வந்து ஞாபகத்துக்கு வருது இன்னும் ஒவ்வொரு உயிர்களும் அங்கு கொல்லப்பட்டது எங்களுக்கு ஒவ்வொரு முறையும் அதை பார்க்கும்போது எங்களுக்கு ஞாபகத்துக்கு வருது
R,H_TA_003_R_F_003_011,ராமாரே எந்திரிச்சு வந்து நான் இங்கே பிறக்கவில்லை என்று சொன்னாலும் அந்த கூட்டம் வந்து அதை நம்ப மறுக்கும் அப்படிங்கறத என்னோட உணர்வு இதன் மூலமாக அரசியல் ஆதாயத்துக்காக ஒரு மத கலவரத்தை தூண்டுவதற்காக திரும்பத் திரும்ப அது பிரச்சனை பண்ணிக்கிட்டு இருக்க வேண்டும் என்பதற்காக ஸ்மார்ட் உடைய அமைதியை சீர்குலைக்கும் தான் இந்த வழிபாட்டு தலத்தை வந்து உருவாக்கி
R,H_TA_003_R_M_001_001,சனாதன எதிர்ப்பு மாநாடு என்று போடாமல் சனாதன ஒழிப்பு மாநாடு என்று நீங்கள் இதை போட்டிருக்கிறீர்கள் இதை அளித்திருக்கிறீர்கள் இந்த நிகழ்ச்சிக்கு பெயர் இருக்கிறீர்கள் அதற்கு என்னுடைய வாழ்த்துக்கள்
R,H_TA_003_R_M_001_002,சிலவற்றை வந்து நாம் ஒழிக்கத்தான் வேண்டும் எதிர்க்க முடியாது கொசு டெங்கு காய்ச்சல் மலேரியா கொரோனா இது எல்லாம் வந்து நம்ம எதிர்க்க கூடாது ஒழித்துக் கட்ட வேண்டும் அப்படிதான் இந்த சனாதனம்
R,H_TA_003_R_M_001_003,சனாதனம் என்பதை எதிர்ப்பதை விட ஒழிப்பதே நாம் செய்ய வேண்டிய முதல் காரியமாக
R,H_TA_003_R_M_001_004,நான் வந்து சனாதன கோட்பாடுகளை தான் நான் வந்து விமர்சித்தேன் சனாதனம் கோட்பாடுகள் ஒழிக்கணும் சொன்ன அதை நான் பேசிட்டு தான் இருப்பேன் ரொம்ப பைத்தியக்காரத்தனமா ரொம்ப குழந்தை தனமா வந்து நான் வந்து ஜெனாசைட் எல்லாம் இன்வைட் பண்ணேன் அப்படின்னு சொல்றாங்க
R,H_TA_003_R_M_002_001,அங்க கோயில் வருவது வந்து எங்களுக்கு பிரச்சனை கிடையாது ஆனா அங்க இருக்கக்கூடிய அந்த மசூதியை இடித்துவிட்டு அங்க கோயில் கட்டுனது தான் எங்களுடைய நாங்க எங்களுக்கு உடன்பாடு கிடையாது நம்முடைய பொருளாளர் ஏற்கனவே சொல்லி இருக்காங்க ஆன்மீகத்தை அரசியலையும் ஒண்ணா ஆக்க
R,H_TA_003_R_M_003_001,இந்த ராமர் கோயில் இன்னைக்கு திறப்பு இன்னைக்கு இந்துக்களுடைய அவர்களுடைய வழிபாட்டு உரிமையா நாங்க அதை பார்க்கிறோம் ஆனால் அதே சமயத்தில் முஸ்லிம்களாக எங்களுக்கு இது வந்து மிகப்பெரிய எங்களுடைய உரிமை இழந்த ஒரு ஒரு எங்களுடைய வழியாத்தான் நாங்க பார்க்கிறோம்
R,H_TA_003_R_M_003_002,காசி மதுரா இன்னும் இந்தியால வந்து இன்னும் 3 ஆயிரத்துக்கும் மேற்பட்ட இடங்களை வந்து இடிப்போம் என்கிறார்கள்
R,H_TA_003_R_M_003_003,2019-ல் ஒரு தீர்ப்பு ஒன்னு சொல்றாங்க இது சம்பந்தமா கடைசியாக வந்த தீர்ப்பு அதுல கூட இந்த இடத்தில் ராமர் கோயில் இருந்ததாக அவர் சொல்லப்படவில்லை அதேபோல இங்கே இந்த இந்த தீர்ப்பில் தெளிவா தெரியுது அப்ப இந்த துரோகத்தை தான் இன்னைக்கு கொண்டாடக்கூடிய விதமாக நாம பார்க்க முடியுது
R,H_TA_003_R_M_003_007,அப்போ எந்தவிதமான இதுவும் இல்லாம ஒரு அநியாயமான முறையில் ஒரு பள்ளிவாசலை இடித்து அதன் மீது நீங்கள் கட்டப்பட்டு அந்த பள்ளிவாசலை இடித்து நீங்கள் கட்டப்பட்ட அந்த ராம ஜென்ம பூமியில் இன்னைக்கு நீங்க திறப்பு விழா கொண்டாடுகிறீர்கள் என்று சொன்னால் ஒட்டுமொத்த உலக முஸ்லிம்களும் இதை வந்து வன்மையாக கண்டிக்கிறோம் எங்களுக்கு மகிழ்ச்சி இல்லை
R,H_TA_003_R_M_003_008,பெரும்பாலும் பிரதமர் சொல்கிறார் எல்லாரும் அமைதியா இந்திய தேசத்தில் இருக்கிறதுனால நீங்க வந்து நாங்க அவங்க எல்லாம் அங்கீகரித்து தாங்கன்னு சொல்றீங்க ஆனா கண்டிப்பாக எந்த ஒரு உண்மையான முஸ்லிமும் அங்கீகரிக்க மாட்ட
R,H_TA_003_R_M_003_009,அது பாபரி மஸ்ஜிதின் சொன்னதுக்கு அப்புறமும் கோட்டின் மூலமாகவும் உங்களுடைய அதிகார துஷ்பிரயோகம் மூலமாகவும் அதை எங்களிடம் இருந்து எடுத்து எங்களுக்கு முன்னாடியே பலவிதமான மெஜாரிட்டி நாங்க இருக்கும் அப்படின்னு சொல்லி நீங்க உங்களுடைய பவர் அப்ரூவ் பண்றது மாதிரி ப்ரூவ் பண்ணி அந்த இடத்தில் அதே இடத்தில் நீங்க கோயில் கட்டுவதில் எங்களுக்கு மனசாட்சிக்கு பொதுவா உடன்பாடு இல்லை
R,H_TA_003_R_M_003_010,நாங்க ஒரு சாதாரண மனுஷனா கேட்கிறோம் அங்கிருந்த பள்ளி என்ன ஆச்சு அந்த பள்ளியின் கட்டி இரண்டையும் ஒன்றாக தொறந்து இருக்கலாமே அப்ப நாங்க எல்லாம் சந்தோசமா போயிருக்குமே
R,H_TA_003_R_M_004_001,சும்மா போய் தேவாலயத்தில் தேவனே வாரீர் வாரீர் என்று பாடிட்டு கடைசி எவன் எவனுக்கோ நாட்டை கொடுத்துட்டு
R,H_TA_003_R_M_004_002,இந்த நாட்டில் நடந்திருக்க அநீதி அக்கிரமத்திற்கு பெரிய பொறுப்பேற்க வேண்டியது இஸ்லாமிய கிறிஸ்தவ மக்கள் தான் தொடர்ச்சியாக பல ஆண்டுகள் 18 விழுக்காடு வாக்கை இந்த திமுகவுக்கு போட்டு போட்டு காங்கிரசுக்கு போட்டு நாட்டை தெருவுல போட்டது இவர்கள்தான் சகிக்க முடியாத ஊழல் லஞ்சம் சீர்கேடான நிர்வாகம் காரணம் இவர்கள் தான்
R,H_TA_003_R_M_004_003,இவர்கிட்ட போய் பாவத்தை நாம் ஒப்புக் கொடுக்கிறது பாவங்களை மன்னிக்கப்படுதல் பாவமே பெரும்பான்மை அவர்கள்தான் இன்னும் பாருங்கள் இவர்கள்தான் எங்களை பாதுகாப்பார்கள் எங்கே
R,H_TA_003_R_M_004_004,அவன் தேவையே இல்லாதவன் இந்திய நாட்டுக்கு தேவை கிடையாது எந்த மாநிலத்துக்கும் தேவை கிடையாது குறிப்பா தமிழர் நிலத்துக்கு சுத்தமா தேவை கிடையாது எதற்காக உன்னை நிற்பார்கள் உன் மொழிக்காக உன் மொழி செத்துப் போனது கலங்கியது உண்டா வருத்தப்பட்டது
R,H_TA_003_R_M_005_001,நீங்கள் வந்து தமிழர்கள் எங்கள் சமயம் வேறு எங்கள் வழிபாட்டு முறை வேறு எங்கள் தெய்வங்கள் வேறு எங்கள் சமயமே வேர் அதனால் உறுதியா இருக்காங்கன்னு வந்தா என்னுடைய சமயம் என்னுடைய மெயில் கோட்பாடு எல்லாத்தையும் சேர்த்து தான் நான் மீட் எடுக்கணும் அதுல நாங்கள் சை
R,H_TA_003_R_M_005_002,வெள்ளைக்காரன் சார் வில்லியம் ஜோன்ஸ் போட்ட கையெழுத்தில் பௌத்தன் சீக்கியன் சைவன் பார்சி நாங்க எல்லாம் வந்து இந்துவா கருதப்படும் வெள்ளைக்காரன் போட்ட சட்டப்படி இன்று அதை நான் ஏற்கனவே எதிர்க்கிறேன் என்கிறேன்
R,H_TA_003_R_M_005_003,தமிழன் ஹிந்துவே இல்லையே கிறிஸ்தவம் இஸ்லாமின் தமிழன் சமயம் இல்லையே ஒன்னு ஐரோப்பிய மதம் என்னுடைய சமயம் சைவம்
R,H_TA_003_R_M_006_001,விழிப்புணர்வு விழிப்புணர்வு வந்துட்டாங்க
R,H_TA_003_R_M_007_001,பொறக்க போற குழந்தை இந்த மதப்படி தான் வளரும் அது எப்படி உங்க மதப்படி வளரும் அட அப்பன் மதம் தானே பிள்ளைக்கு தகப்பன் வழி தான வம்சம் வரும் அதெல்லாம் உங்களுக்கு எங்களுக்கு தாய் தான் முக்கியம் தாய் வழி தான் வம்சம்
R,H_TA_003_R_M_007_002,முருக்கு புள்ள எல்லாம் சுத்த சைவப்பிள்ளை தான் வளரும் நீ என்னதான் சொல்லு புள்ள பள்ளிக்கு போவது சிவன் கோயிலுக்கு தான் போகும் நான் கைய புடிச்சு கூட்டிட்டு போய் அஞ்சு தடவை தொழுகை கூட வைப்பேன் காலையில் எழுப்பி ஆத்துல குளிப்பாட்டி திருவாசகம்
R,H_TA_003_R_M_008_001,என்ன பண்றேன்னு புரிஞ்சுதா பண்றியா அவங்க ஹிந்து சேகர் அப்ப என்னையும் கொள்ளு நானும் ஒரு ஹிந்து தான்
R,H_TA_003_R_M_008_002,எங்கள ஒளிச்சு கட்டணும் இந்த நாட்டை விட்டு அனுப்பனும்னு பாக்குறாங்க உங்க ஆளுங்க பொது சேகர் இந்த ஹிந்து முஸ்லிம் பாய் பாய் பிரிஞ்சு போச்சு இனிமேல் சேராது
R,H_TA_003_R_M_008_003,சக்தி சமாச்சா ஆளு இவனை கேளு முஸ்லிம் கிட்ட அடிச்சானா இல்லையான்னு செஞ்சோண்டா முழு மனசோட தான் செஞ்சோம் வெக்கமா இல்ல உனக்கு அவங்க இன்னும் நம்ம நாட்டை ஆளுறான்னு நினைக்கிறாங்க ஊருக்கு ஒரு சட்டம் இவங்களுக்கு ஒரு சட்டம் இவனை பார்த்து பயந்தது போதும் ஓட்டு அரசியல் பயப்படுறாங்க மைனாரிட்டி மைனாரிடின்னு கவர்மெண்ட் சலுகை கொடுக்குது இது ஹிந்துஸ்தான் டா வேற நாடு கிடையாது உங்களுக்கு வேண்டிய இடத்துல வைக்கணும்
R,H_TA_003_R_M_008_004,என்னடா தப்பு செஞ்சா சேகர் நீ ஒரு ஹிந்துன்றத மறந்து பேசுற இல்ல நான் ஹிந்து இல்லடா உன் குழந்தை உடம்புல பாதி இஸ்லாம் இல்ல நானும் என் குழந்தைகளும் முஸ்லிமும் இல்லை நான் எதுவும் இல்ல நான் வெறும் இந்தியன் பத்து ஹிந்துவ கூட சொல்லி இருக்கான் அவன் குர்ஆன்ல எல்லா பத்து முஸ்லீமா கொள்ள சொல்லி இருக்கா உன் கீதையில எதுக்குடா இதெல்லாம்
R,H_TA_003_R_M_010_001,ஹிந்து முஸ்லிம் குள்ள பிரச்சினைகள் நடந்தா இருக்கும் கலவரங்கள் அரங்கேற்று தான் இருக்கும் இதுதான் ஒரு சீன்ல ரொம்பவே பெட்டர் இருக்கா மத என்ற ஒரு விஷயம் யானைக்கு புடிச்சாலும் சரி மனுஷனுக்கு புடிச்சாலும் சரி மரணம் தான் ரெண்டுத்துக்கும் முடிவும் போல கமலஹாசன் ரொம்ப அருமையா காமிச்சு இருப்பார்
R,H_TA_003_R_M_011_001,நம்ம காசிலே வாங்கி உன் சாமிய கும்பிட்டு நம்மளையே பதம் பார்க்க ஒவ்வொரு ஊருக்கும் ஒவ்வொரு ஏஜென்ட் இவங்க எல்லாம் வந்து மதம் மாற்றுவதற்காக வந்தவங்க ஏஜெண்ட்
R,H_TA_003_R_M_011_002,இவங்க வந்து இந்த ஊர்ல 10 வீட்டை மாத்தி கொடுத்துட்டேன் அப்படின்னு சொன்னாக்கா உடனே ஒரு பாதி அடையாளம் இந்த அம்மா பாதிரியார் ஆயிடுவாங்க இவங்க போஸ்டிங் வாங்குவது போஸ்டரும் நம்ம குடும்பத்தையும் நம்ம தெய்வத்தையும் நாசம் பண்றாங்க நம்ம பொறப்பையும் நாசம் பண்றாங்க
R,H_TA_003_R_M_011_003,அமலா காலம் காலமா நீங்க எல்லாம் யோசிங்க இவங்க அப்பா அம்மா பெயர் என்ன உங்க அம்மா பேரு பார்வதி பார்வதி இவர் வந்து இருக்கிறார்
R,H_TA_003_R_M_011_004,உண்மையான கிறிஸ்டின் கத்தோலிக்க கிறிஸ்டினா யாருமே மதமாற்றம் வரமாட்டான் வைத்து கொடுமைக்கு மதம்
R,H_TA_003_R_M_012_001,நீங்கள் சொல்லக்கூடிய பலதாரமணம் எங்களுடைய வேதாகமத்தில் இல்லை நீங்கள் சொல்லக்கூடிய குற்றச்சாட்டை இல்ல நீங்க சொல்லக்கூடாது மார்க்கத்திற்காக போர் மதத்திற்கான போர் எங்களுக்கு சொல்லிட்டு இருக்கோம் ஆனா அந்த சைடுல இருந்து என்ன வந்துட்டு இருக்குதுன்னா அது இல்ல எங்களுக்கு அப்படின்னு சொல்ல மாட்டேங்கிறாங்க உங்களில் தான் இருக்குது அப்படிங்கற ஒரு தவறான குற்றச்சாட்டை வைக்கிறது
R,H_TA_003_R_M_012_002,என்னிடத்திலே பாவம் உண்டு என்று உங்களில் யார் என்னை குற்றப்படுத்த முடியும் இப்படிப்பட்ட நூறு சதவீதம் பெர்ஃபெக்ட் இந்த நூறு சதவீதம் பர்ஃபெக்ட் என்கிறது கூட வந்து எதிர் தரப்பில் இருக்கிறவங்க தான் சொன்னாங்க அவர் பெர்ஃபெக்ட் இல்லைங்க என்று அதுதாங்க சொல்றோம் பர்ஃபெக்ட் இல்லாதவர்களை பின்பற்றுகிற உங்களுக்கே இவ்வளவு தூரம் வந்து அதுக்கு எதையாவது சப்ப கட்டு கட்டலாம் என்ற போது எங்களுக்கு பர்ஃபெக்ட்
R,H_TA_003_R_M_012_003,முகமது திருமணம் செய்தவர்கள் எல்லாருமே யூதப் பெண்ணை திருமணம் செய்யலையா அவ யூத பெண் யாரு அப்போ அவருக்குன்னு வரும் பொழுது அது அந்நிய பெண்ணாக இருந்தாலும் யூதப் பெண்ணாக இருந்தாலும் உடலுறவு கொள்கிறார் இப்படி போர்க்களத்தில் எல்லாவிதமான சல்லாபங்கள் செஞ்சாரு புது மாப்பிள்ளை வேட்டியை கட்டிட்டு வந்தாரே அப்ப எல்லாம் சொல்லல அப்ப மட்டும் ஏன் உங்களுக்கு அந்த வார்த்தை வரல அப்போ என்னன்னா தன் மகளுக்கு வரும்போது வலிக்குது ஆனா தனக்கும் செய்யும் போது எத்தனை பேர் வேணாலும் வச்சிக்கலாம்
R,H_TA_003_R_M_012_004,குர்ஆனில் இப்படி கேவலமான வசனங்கள் எல்லாம் இருக்குது விபச்சாரம் சொல்லப்பட்டிருக்கு அதுக்கு பதில் சொல்லுங்கன்னு சொன்னா செபக் கூட்டத்தை பத்தி பேசிட்டு இருக்காங்க அங்க ஆவியானவர் இறங்குகிறார்கள் இப்படித்தான் கிறிஸ்தவத்திற்கு அவங்க கூப்பிட்டு சில பேர் சொஸ்தம் ஆகுறாங்க இதுக்கு என்னங்க வாதம் உன்கிட்ட கேட்ட கேள்விக்கு எது விபச்சாரம் என்று பதில் சொல்லுங்க வச்சா அதுக்கு வாயை திறக்கல
R,H_TA_003_R_M_012_005,முஸ்லிம்கள் சிலர் மழையளவு போன்ற பாவங்களுடன் வருவார்கள் ஆனால் அவற்றை அவர்களுக்கு அல்லாஹ் மன்னித்து விட்டு யூதர்கள் மீதும் கிறிஸ்தவர்கள் மீதும் வைத்து விடுவான்
R,H_TA_003_R_M_012_006,நீ நல்லா பாவம் செய்தா நீ நல்ல பாவ மூட்டையை அவன் இறுதி நாளில் நான் கிறிஸ்தவன் மேல வச்சிருவேன் யூத மேல வச்சிருவேன் இவன் எப்படி விளங்குவான் நீங்க பதில் சொல்லுங்க இந்த முஸ்லிம்கள் இந்த சமுதாயம் திருந்து
R,H_TA_003_R_M_012_007,திருமணத்தை வைக்கும் போது எந்த நாய்க்கும் திருமணம் நடக்குமா என்று ஒரு வார்த்தையை விட்டார் எந்த நாய்க்கும் எங்கள் தூதரை நான் என்று சொல்வதற்கு நான் வேடிக்கை பார்த்துக் கொண்டிருக்க
R,H_TA_003_R_M_012_008,பைபிளை பற்றி நம்ம வந்து ஒரு குற்றச்சாட்டை இல்ல ஒரு ஆர்கி மட்டும் வைக்கும்போது நம்ம எல்லாமே வசனத்தில் இருக்கிற வசனத்தை அப்படியே படிச்சு காமிச்சேன் ஆனா அவங்க வசனத்துக்கு எதிராக அதாவது வசனத்துக்கு வெளியில் இருக்கக்கூடிய அவங்களை புரிதல் அப்படின்னு சொல்லி நிறைய விஷயத்தை புகுத்து குர்ஆன் ஹதீஸ் வரும்போது
R,H_TA_003_R_M_012_009,இந்த கற்பழிப்பு என்கிற வார்த்தை குர்ஆன் ஹதீஸிலிருந்து காட்டுங்க சொன்னா காட்ட முடியாது இதுக்கு முன்னாடி நடைபெற்ற விவாதங்களில் இதே மாதிரி நீங்க வார்த்தை விளையாட்டு பண்ணி என்னென்ன கூத்து பண்ணி தெரியும் அது எல்லாம் வந்து நான் திருப்பி எடுத்து போட முடியாது இப்ப அதற்கான சூழலும் இல்ல தேவைப்பட்டால் அதையும் எடுத்து போடு
R,H_TA_003_R_M_012_010,இயேசு கிறிஸ்து 100% பேர்பெக்ட் அவர் என்னில் பாவம் யார் காட்டப்படும் அப்படின்னா அவர் சாதாரண மனுஷன் போல நீங்க சொல்ல தயாரா அவர் முழுக்க முழுக்க சாதாரண மனுஷனா ஒரு சாதாரண மனுஷன் கேட்டகிரியில் அவர் வைக்க முடியாது என்ற போது அந்த கம்பேரிசன் முதலில் எப்படி ஒரு நார்மல் மனுஷனுக்கு நீங்க கொண்டு வந்து வைப்பீங்க
R,H_TA_003_R_M_012_011,என்ன வேணாலும் பாவம் பண்ணிட்டு வா உனக்கு இது ஒன்னும் கிறிஸ்தவம் கிடையாது இயேசு ரட்சகராக ஸ்ட்ரைட்டா சொர்க்கத்துக்கு டிக்கெட் வாங்கியாச்சு போட்டா வாங்கியாச்சு இந்த மாதிரி எல்லாம் கிடையாது என்ன செய்தாலும் நீங்க சட்டதிட்டங்கள் தெளிவாக சொல்லப்பட்டிருக்கிறது அதைப் பின்பற்றினால் அல்லாஹ் வாக்களித்தவர் அவர்களுக்கு நிச்சயம் கொடுக்கப்படும்
R,H_TA_003_R_M_012_012,மாம்சத்தின் போர் எங்களுக்கு கிடையாது அப்படின்னு சொல்லி ஆனா வந்து சொல்லி இருந்தாங்க மாம்சத்தின் போர் கிடையாது அப்படின்னா இஸ்ரேல் தேசத்துக்கு நடக்கக்கூடிய போர்ல இயேசுவுடைய கரன் தாங்குது நீங்களே பிரச்சாரம் பண்ணிருக்கீங்க அப்ப அது எந்த அடிப்படையில் பிரச்சாரம் பண்ணுவீங்க
R,H_TA_003_R_M_012_013,ஆகவே தான் நாங்க சொன்னா நீ என்ன வேணாலும் விபச்சாரம் செய்ய திருடிட்டு வா நான் பாத்துக்குறேன் என்பதற்கான அர்த்தத்தை நாங்க அந்த ஹதீஸின் அடிப்படையில் சொன்னோம் ஆகவே அந்த ஹதீஸ் அப்படித்தான் சொல்லுகிறது
R,H_TA_003_R_M_012_014,அதுமட்டுமில்லாமல் 9:23 இல்ல வந்துட்டு நான் முஸ்லிம்ஸ் வந்து வெறுக்கும் படியான ஒரு போதனை இங்கு இருக்கிறது ஆனால் நம்முடைய பரிசுத்த வேதாகமம் சத்ருக்கள் நேசிக்க என்ற ஒரு போதனையை வந்து சொல்லப்பட்டிருப்பதை நாம் பார்க்கிறோம்
